ID_COMPRA,ID_PRODUCTO,CANT_UNIDADES_COMPRADAS
892,0429642511055,6
255,3963714653528,19
267,0882420119773,9
395,9687062862312,20
521,4659517948983,4
95,4737953834968,12
91,9891560197481,8
264,2797649808248,19
558,7578329400038,3
245,0989844581381,19
233,9417357266576,6
521,0311565994346,4
472,4333671465349,5
387,9382685590627,2
508,4971926521510,11
541,6621213529894,2
431,9240883176268,11
265,9764766771246,8
359,1001769232441,8
101,9197591085286,8
257,1638371680591,18
338,9695512993530,14
977,6979953017080,17
100,2518524151859,18
796,1850467948396,1
879,8234135148548,3
224,3324774431561,5
244,5277327630981,10
14,1602807284837,20
335,2830317715230,14
549,0900398744336,16
107,5059763328628,1
472,0889371404323,7
813,5205580254828,17
938,0017717942806,10
538,0867501044489,12
264,1323957143286,15
27,9483258718698,18
879,8047444426272,5
248,4412591807481,2
63,0548925287224,5
461,8002328043143,14
488,7406442570331,17
497,8017870930421,11
792,4757043483050,4
820,0285834599184,19
521,2372193901265,5
8,7897916071506,8
177,8169881424496,5
754,7019398167779,4
844,3824764963220,1
397,9346649478116,1
258,9358244759026,12
517,7577299576422,8
437,5367473187849,15
166,5690572833134,13
489,4328733963949,15
950,7684064781124,10
915,1480565604070,15
129,6476029599360,20
783,9201387202853,16
158,6932458047648,4
915,4210242679902,2
940,0064839141556,17
838,7589220700585,7
182,8429104540106,5
688,3380705166308,9
477,4589661174528,16
59,5006697652718,14
65,8266127122953,7
150,9118378289413,9
228,1010709315922,11
854,6910709523516,6
11,8567422196664,8
169,8669518710690,18
216,2740127177459,20
782,7370255052752,16
972,6936953589214,6
694,1356489748988,6
379,0254155717133,2
452,9739814842063,18
977,9251885190664,4
856,4175937985693,4
541,9155186543634,8
833,9876805129182,8
26,5553678211674,3
258,6318619013460,14
160,6072272203063,1
310,3702342265938,10
247,1973201736124,19
294,8139755641977,11
447,9124329223269,9
723,2852618772477,14
210,3883696563151,5
508,0119113519726,9
318,1149569073670,17
573,8009777380669,2
196,3620947333732,3
985,5424225541851,18
368,0145860721884,19
924,6965193022700,11
822,0767928547610,12
285,6243935953629,19
742,8530105379739,15
313,8453082396240,10
260,4708481712677,8
618,8266994889676,4
908,9460022810949,18
490,3185578937341,14
501,3031238945709,20
252,6124174238084,2
211,8458581857483,4
604,0730832063293,16
821,5366488028260,19
368,2910133236840,8
41,6954835177793,1
337,8041911142368,5
330,3450610894433,2
351,1757262565202,12
634,9270418085185,13
696,8715763957653,17
672,4923095294177,11
877,6158181405955,3
693,5370863577236,5
720,6897795238688,19
69,1141318914159,10
128,5925484744002,17
18,2242898156553,16
210,7765139226228,8
904,9559704759499,17
546,0607648686674,14
102,2018120438762,6
149,8269888274602,18
685,9110151594714,7
31,3728161736930,1
183,5470308628544,16
420,6008871363204,6
870,8045575748225,9
189,1171629779352,20
451,0332687994892,19
732,8809712417333,7
517,4056296739342,12
654,1529786370316,6
294,8681736305816,12
376,1092369912611,1
698,6275126465079,15
617,0444497046064,12
846,5622786768193,8
87,3147351112338,4
463,1760461165463,9
70,0924571218247,11
433,3116564565552,16
896,5730990036127,5
732,7787222887925,20
197,2424779584093,15
877,5999748339389,12
574,3736153186090,9
372,1097880129388,4
437,8338960957754,9
230,3405669721025,13
447,5664845696733,16
648,7187595825478,2
538,6842744099285,20
645,3790571830386,16
706,8742958849165,7
587,0817179417672,20
831,7451969136034,12
484,9815092490520,17
863,9436442240079,14
167,6033389357841,15
554,4024481154553,14
981,3940392887094,6
603,7436864146449,4
700,0745162973969,9
1,1731929759456,8
163,1591016925108,1
22,5020828909885,11
438,7329157034991,14
81,0701909846385,14
748,2158197241206,9
178,2585232935439,13
832,8492428788400,5
1,7996349996346,7
332,9033632105943,5
183,6423334339792,10
652,2688860803009,1
572,9187099737114,16
936,8322247465599,14
849,2640707207203,17
124,3295355083861,5
747,4392207650079,5
16,2462487974164,19
375,7815441582847,11
619,7970722847708,1
744,5394939786995,13
949,0807993571933,18
170,7426201122557,18
637,3955825681798,8
505,4166607117735,7
796,2976289860742,17
525,8951578380464,9
266,4244297942261,17
90,7043245862142,1
385,2480974504755,19
484,0174322141137,7
141,0915002048984,11
951,8765906842216,9
348,1505522887966,8
455,3264901505447,17
913,1194889347925,20
718,5282781271700,1
985,0044946900765,14
61,2839071890733,17
440,1912766037383,4
407,9561809528603,9
719,5052102067790,2
940,6454347662461,8
764,1281549879848,18
134,2525332766786,10
637,3694300460083,1
980,8985558897796,14
39,7115873102638,5
246,7780846700663,3
718,7161259607112,17
339,5840893151862,8
616,9350514513451,18
416,3920247548066,10
323,4726692146623,12
653,3764921295231,12
136,4140058428763,8
942,1587038824307,17
181,1137103484723,13
215,1131936573869,4
230,3915804889911,2
764,6176727007722,9
759,3600002654934,12
65,0346835052020,1
857,5904461347603,10
558,9627350527509,11
974,3597681537682,17
629,0652599921251,6
481,3685319733114,7
739,8927171653595,15
765,5311191267130,12
733,4371120491037,16
518,3758229693462,7
409,6174925732569,16
452,4433493444062,2
394,6176836035258,19
454,8990279403812,18
401,6517808994928,12
552,5779269495470,10
653,3866549643910,20
579,4650454256797,11
621,7336428913534,2
920,6774719976478,3
940,4756184740558,1
721,9553232313628,18
118,9827196492249,17
819,7550622625622,18
24,9454119742534,8
829,9419789810556,4
746,1876513230284,8
924,4586151993201,9
96,6763175314382,6
560,6257202008929,17
595,8733137773593,6
697,6176792093958,7
979,5674978844413,8
508,9946596575397,3
351,9454085450488,1
731,4895068969729,3
59,0236691943603,18
225,1019597985866,2
84,3640130330782,5
261,8220807169843,8
643,5229387072348,12
851,1340146253793,3
563,7741902205799,4
45,9253415969139,1
969,3436968526622,13
626,2788242359411,17
371,9426959246206,18
169,5743237143595,6
471,7616354969820,7
657,8982152778148,18
890,7000465440949,7
494,0676981120619,10
414,3000621912116,11
647,2723339688241,6
208,9566012733936,1
380,7604398244898,16
235,5210197111266,14
731,9061894961434,16
870,5191025496482,10
798,6408409835928,4
789,3704177907717,7
12,6094138941735,14
300,8393831770832,7
918,9848313908931,19
635,7970881457770,11
313,1535180921726,20
753,2384617508011,5
391,0927477925271,4
722,9852055344476,3
425,5123037342877,1
122,7669775742114,12
870,9917342728213,6
120,0810565912119,14
646,1572305234989,7
181,8825627472212,13
359,7561614460282,5
78,9530370501735,20
222,5536854362391,12
469,6125027550285,5
570,6666163133388,11
322,6506681668576,15
653,0369968412011,8
766,7204064890093,15
232,9787631102518,15
915,9983541694161,3
97,0532012759831,3
201,1457641071347,8
883,3331027029109,15
880,5037551796194,19
711,4552452704020,17
947,1081004239992,16
876,9950408517420,19
461,7732704539960,6
95,5592504088868,6
883,6451876146967,20
521,0457165880259,5
735,1781834215257,20
740,0173688472329,20
187,3413787669501,10
152,1816028753472,12
340,6491175385940,20
867,5927571263113,12
321,8367466177632,20
734,4940313189428,8
656,4478967030723,18
22,1690254582200,9
793,5475874596198,16
800,8727902049075,18
760,7127006781030,4
589,8947409173626,14
417,5561520617321,9
824,5297201888895,6
814,0395676005733,16
722,4836194308679,20
8,1891421192127,17
290,5765954336395,4
774,9630025743654,10
94,0842634618080,16
680,5629480685832,3
521,9483781119443,18
987,4146438048538,20
384,9075675169704,13
847,3858788827893,3
476,7242730696822,4
641,5346138350453,19
441,0040073325051,15
763,5613671597530,11
785,4737005106463,12
961,7460179575182,4
973,5971718163538,18
3,4474938773101,2
117,4533873824825,19
68,4086255362533,5
573,6076620161203,7
877,5218969370774,11
956,8232768948900,3
586,2155776290273,12
708,2068597010305,8
403,7001721223320,17
270,0473192926753,4
11,6390642552598,10
660,2647952907872,9
358,6209432835394,13
338,4280069952762,20
818,7190584363783,8
387,2036401705884,20
798,8540534772155,8
768,9568039173146,16
503,2187742589760,15
289,9729152341199,11
323,1358847686703,18
613,1044180166322,11
79,9250260183581,1
580,0354250239391,6
465,1420348458667,7
248,0737688300961,20
292,6110955239647,10
656,5336465602936,19
811,9952715076881,13
282,3423318741668,15
127,4913959498476,17
543,4338630462124,17
754,3855720414913,11
628,1098229639315,2
311,5588592212506,5
539,5755604864118,18
516,0146458708546,20
450,4786857290325,6
215,0287334278828,11
113,7607422294401,3
296,2489868423714,9
85,0364988840851,18
478,4254997570039,4
148,1090459778888,5
715,1381139744607,19
803,2161275141343,2
667,5596339672599,3
844,7164097951973,14
80,1128368193475,19
88,0078484275429,19
939,1199536821544,16
611,3677353262118,15
325,0246675164580,19
262,3585193314068,1
119,6035086107491,12
867,8376298273641,5
2,1018411750116,15
643,9160663006830,7
547,6256501396607,6
398,3503822106396,4
182,0466546198173,17
77,5108012333118,4
881,4072083454366,8
975,5890648590354,19
386,0046468174792,18
249,3668331132059,3
826,7700617467021,5
71,4420951715710,1
668,9984493111690,8
192,9769051122031,4
128,2482959252286,16
434,7724654247088,9
615,4286088525420,15
375,4835787318026,16
920,6652054857136,13
476,4522850073912,18
276,3597503138189,17
922,6203549373176,7
126,3338802223813,2
10,1344757000876,12
116,3204600412028,5
988,9629558863106,19
956,9397402953630,18
197,9885504682447,19
97,2126517794275,15
496,7298790410649,2
115,7510592712524,14
4,0461042849635,5
219,4847712552771,8
519,4412765863114,3
602,6523567218991,1
922,2939194275186,12
419,5357077028655,13
447,5707827625915,17
162,8309451605867,2
143,8655751042407,14
900,7089979189988,11
600,9418860258249,13
329,6484850886221,15
712,7048301379817,10
698,6924236576556,4
61,1203109163198,3
180,6016948183815,3
818,8626972041197,13
646,2676728136185,17
232,0213382563340,17
170,6632585332845,15
30,5791914927952,14
642,8808484179111,17
585,2681687854520,7
7,4913286412435,3
107,9043940015155,4
783,5402374783384,19
929,1162535302437,16
98,7856470149755,15
567,2452174081398,16
614,5402537858126,3
429,2920385579893,5
652,0511692910022,13
912,7277596472358,3
1000,6650551688451,6
959,4529981715100,8
484,0519713305659,5
203,5242932708875,13
904,6700815160022,10
284,6127460261100,12
685,2045479766277,13
854,0759778126909,10
804,4526060684432,20
190,2922951217031,2
633,1877935723132,8
483,8124482389728,13
925,2016934692547,3
680,8875229615883,6
894,1600610949080,12
231,9329424916898,8
31,2344529338656,15
125,1265700626403,18
432,2867281319829,16
133,9161033692776,16
590,7269206071266,13
717,9414967866202,7
815,4337052887805,15
783,2101450938863,1
895,0814264630497,19
681,4001769396393,10
595,6151361147881,6
16,9114266429930,2
28,5353491647205,18
682,5805514333348,6
457,4582467781488,15
52,7576499014055,20
792,6407249001579,5
424,4954993500114,6
394,0033541055628,11
987,7242054038322,17
713,7868220646698,6
163,5423975075876,1
462,4525008104261,14
867,8345239857011,9
512,3240668715978,11
107,4893862375678,3
697,5873625091969,17
798,0381137118531,10
590,3686879442997,1
445,4184645275668,12
833,5290511553293,11
751,4875594307943,5
213,8366504452984,1
600,7215901712317,3
609,3356527539842,9
525,5902192071415,19
36,2389576816924,15
45,8953268701382,19
89,3588289943333,19
378,5296353557208,6
124,4481097742633,9
804,6212420878440,7
612,5775101292450,7
775,1214859992730,7
156,8406185065742,1
342,1982756045643,20
822,7581792885325,11
733,2760129507801,6
813,1249673263216,5
629,4030635833250,13
817,4085100823304,2
539,5157107579825,12
848,2213842573108,11
366,0191223691356,12
203,4475490100138,2
521,3699388946894,13
721,9778379378365,18
106,8276072244396,8
882,8541947024596,1
358,9138968616610,17
281,1775692201651,15
857,5557476069178,16
852,1268956516115,8
740,5306071150404,19
39,4206325877075,11
948,2990101668569,20
97,3272341712073,1
11,4031483084252,19
611,2989289013483,6
272,9647568202814,19
711,2516594125886,13
536,8916694813241,14
899,5393996242130,4
16,7886346967381,9
391,4314138649946,11
345,6749212349913,20
864,4420330324489,19
878,6063880448649,16
662,9792376412914,11
62,7418205685633,1
477,2894591210669,10
959,5476831116640,9
666,8161636712919,9
532,4698923536551,20
642,8885482701346,8
416,2428687185007,8
543,6876554757172,7
248,6310252415489,6
424,0136118156947,2
60,3738762169549,5
551,2280571781326,3
865,1614014553576,5
978,9756543404942,7
781,1655644484960,15
498,7157877919645,7
600,5918672878405,4
480,4970220665784,8
944,2503651249500,1
198,8267066232338,12
238,5646853953992,7
818,5778159633015,15
834,6302085069403,6
34,6036717194194,20
206,8301052125928,3
522,9865067345454,14
49,2048420848251,10
433,6754519815030,10
570,8605913345402,5
270,3092119559750,17
746,4969728581719,20
346,3033827862077,13
837,4629107138032,18
215,9527312299669,8
82,5001077766467,7
490,8874657939578,2
11,7394687831761,7
58,3211717973960,8
742,4853636237212,11
547,3634722571585,6
28,1258195278332,16
790,7593728174526,20
991,5616497055383,5
54,4309186608748,7
803,3081889181650,9
7,4517515817918,14
338,5068691467378,18
122,5473511567129,7
373,5088020469019,17
878,6623365875270,12
709,8293494034206,11
488,5483977455045,3
682,5701416460901,5
822,6205281003915,6
734,7131400610315,14
335,4689462754841,20
912,0486887111396,14
226,3098190101147,20
382,0172015314226,12
919,6576309355331,19
339,2543008407696,2
6,7696543380964,14
678,6081008040889,18
24,6169481584387,2
39,6466802423968,17
803,9764157991895,17
680,4188956919037,9
657,2484513447961,16
73,2059273464031,18
767,9321848324549,2
54,4793948929019,4
920,3739752152954,12
744,3057229236526,16
441,2866411999153,15
627,0570599773994,2
80,9908045223280,16
800,0018849015048,11
908,4675156100254,14
458,4692836463027,18
375,7085757823457,19
296,8233684020589,8
617,0729688211194,4
853,0526554827998,2
340,9852743736071,3
754,4920425305794,19
918,9159090473759,2
802,4484334592145,5
951,9651357009553,19
708,9843225109612,15
616,4287022140761,16
278,3131618756458,15
748,8625034905392,7
201,4386195698304,18
540,4315357717553,15
272,9035823216506,19
513,3491743939189,7
82,6825441275398,8
299,4969981652881,8
754,6814980475048,15
363,6180803918000,9
382,9753078531020,17
187,0057248276179,1
85,1051809452575,10
38,8378616130865,5
135,2105056680171,3
247,5413077074990,15
900,6581016331363,19
275,1581292382672,18
947,1363887557548,12
497,8558911568451,18
453,9264901946138,8
53,9810767969295,16
857,2491249484252,10
860,5366126046915,7
604,7147570652475,6
779,0643902435640,16
755,4753080204221,16
364,1970767802911,13
384,4445935944191,8
862,1934928929473,2
700,2304443424392,15
776,5990814227777,2
797,2133821226972,20
510,7231393880297,20
363,6048237476209,12
25,0624315601297,11
227,5252056887875,6
320,5671744140076,11
505,0709797208483,1
849,3940392887094,9
34,0824927325141,3
511,7107503522237,14
246,9339065794809,8
154,7465814230280,12
563,5366370843629,19
467,8925135775635,1
541,5977639292005,4
375,5444307638132,16
92,8670454607913,3
491,3641471461067,20
957,1372397336611,17
487,6376553940303,7
332,4733939797111,10
478,7788450145221,17
814,3487371892415,5
821,5734976707513,16
612,4439061402465,15
771,1478324567988,5
748,6958767635390,2
593,1910648358014,17
204,6173134478282,16
874,6764093724659,8
52,8909591856169,5
615,0953448723379,20
346,5526768741832,5
330,3333622799647,12
861,7221349103556,9
182,0537158342718,10
501,1801425224373,13
85,3288448300716,16
96,7462462603411,18
148,8369646374374,14
864,5713861082256,9
389,0936075753940,6
202,7463773532285,16
475,6374501155144,18
335,6699068058425,14
431,5655330523207,9
920,9175316233112,17
169,5121585026546,13
826,1937345939599,1
733,0096030190699,10
591,7355265085372,18
520,1426795593661,4
249,5961091110458,1
593,8845851654734,18
388,3606630562375,17
769,1446699141256,19
978,7357774015680,18
529,7670894121254,15
283,6196981268646,4
645,0523532527413,11
681,2679262132446,12
902,8196880021500,3
118,3433681956460,20
406,0751339265065,6
69,7240415430396,13
125,6287589421561,2
914,6542315671161,11
4,5991723848565,10
943,8390065616981,10
237,2923970389389,8
409,5494871462497,6
860,0177161807820,7
297,9009612122637,20
299,2917707603602,16
135,0111186936790,6
852,2641842235458,6
423,7945276085883,14
586,0076811442803,20
661,4366026386037,12
347,4465496286844,10
418,5470201252655,13
627,0607543922051,1
424,5337261660137,18
703,1602327996630,4
9,3548728439483,10
213,5008674686402,15
675,9995842748542,7
502,5658777771026,20
865,5411890192556,18
143,4755362882820,10
315,1294257935201,8
25,4061634841281,19
900,1038336366179,17
476,9960196515119,16
27,1859045966388,18
954,7235558080249,5
16,6870671727810,2
361,0460001332706,9
642,6973420080607,19
689,6388368529888,1
952,7599291902979,3
790,8159513754114,14
430,3571721433219,1
709,0603600905197,11
740,9662332752289,4
212,3576239670460,18
358,5169576062883,8
380,0594723432977,19
793,5834583149772,9
248,2220251733719,13
84,1767731007331,18
895,5127643199061,20
17,3917307413273,11
878,9483092441707,18
808,3779362977172,1
30,8595911814553,15
281,4497295706889,7
710,3558582391186,9
96,9922783301680,8
749,8730261826195,18
188,4428694083752,14
267,3859373298371,9
355,6813517962785,5
392,9245289926479,9
793,6177979242428,15
747,6210778080126,5
52,6374182171549,12
711,8313682674547,18
663,6471999064511,4
685,2162253443466,13
350,7069088243825,11
372,1397405632110,17
19,0051830320578,1
118,8989843878187,5
973,0673262476519,4
944,2458986436319,13
910,8205468801790,12
701,9702428248941,7
445,7976289475569,19
499,6699871495912,18
60,5067618369443,9
103,3067663235030,20
840,7251673707441,10
420,6705594589651,13
95,9589671216558,10
156,9815772092884,6
970,9060711820916,18
827,8159513754114,2
486,8860057095846,8
4,2255199027767,15
705,7758592972948,19
571,2182908810627,14
773,1046826283486,10
739,6974308992067,5
22,9497269814737,12
900,8412978007837,19
228,7277278762012,12
519,1368622068709,15
126,5563613088940,20
815,3734774602258,12
654,1458402069856,20
17,7476273692465,11
285,1279714189236,13
832,7567326964858,8
642,5298035336194,7
642,7419165455854,20
284,6806414871519,13
94,5315151948855,11
823,7160285199042,11
685,2744248374285,3
594,6407249001579,9
497,6210671299212,2
198,9212799555499,5
616,0661823121718,17
675,0401796400300,3
994,2753922517665,12
694,7266782028882,9
151,9325284170296,5
160,1308024350019,5
433,2883733226231,12
161,4080514308652,10
209,1792222950988,19
788,0033052939691,4
217,5907244108590,19
597,9564758008134,4
83,0273526053595,11
153,7623666649258,14
297,6162936015450,4
75,0692373752435,10
957,8915630395919,16
198,6105407748280,6
734,9541860381256,3
404,1399272067019,3
677,4023896387006,7
791,3346906981973,9
667,8528524964728,17
182,1403355321353,13
903,9507826244546,2
542,9096521789860,18
941,9650924762808,7
1,5216011317746,14
941,6584435081123,15
913,0112697804707,18
929,4718787918987,17
673,7542175341876,12
698,0569934227322,10
701,5920283962718,2
213,9635674224257,9
154,0880489201934,6
120,9386930778204,3
786,9625500422179,18
487,5384497948782,10
391,5133508928394,14
98,5438575461271,10
717,8699990925176,4
524,5446281607654,8
934,0077242324621,12
351,9942052190166,14
98,8675104970003,8
883,4775923936878,4
236,2257088796266,3
399,7857890318899,2
56,5030874650464,17
393,6706396461053,16
640,0236654285856,7
958,4861786486312,10
959,4072055391200,19
447,8099802316138,2
397,0563442359834,13
932,7782914179227,14
179,7681686075525,9
277,6518393223950,3
944,9015730172829,2
508,9650562130755,2
185,6913684839559,16
992,5477098390385,10
877,2140913477075,1
42,3790168956291,17
252,5999161364630,6
333,2776904397550,19
430,4624527489887,1
695,2309041125009,5
746,3373448967783,13
503,8582013921869,9
692,0966256301813,14
213,7308975392711,10
401,2464279221005,10
589,9691163114904,1
248,0767796029584,13
99,8186540893639,16
728,1612861496251,5
503,0353364910431,5
413,5895990812901,16
312,6614031531552,14
207,4971806232192,16
762,6851091606497,9
368,7732415977617,14
506,0405147049354,1
434,3951211107965,12
670,5551031067401,3
853,6503074114450,18
40,4282928183874,4
617,7227566105199,7
26,0461201039730,15
365,4975359715515,16
553,4021744607313,14
783,5582520438785,14
745,5401445300109,10
475,7652464164694,14
730,8855983823113,5
203,9906220036984,9
602,7203529167664,16
896,8832050430030,19
257,1852924991952,16
4,3068189349263,16
682,7703213724789,15
813,1263725803724,16
37,2686362787636,1
411,2008217579249,4
875,4588259733017,14
187,9251095414086,12
413,3374812151173,4
928,6896640323944,2
175,1168232937484,1
389,7751184025800,17
870,9424819592548,16
894,2494259230260,7
785,5326029484184,13
538,8550646547121,4
686,2819313812075,15
154,8199370442069,2
171,1322919807433,10
952,9461658331877,18
238,4472741061828,19
126,2192028675525,8
6,0292345349481,18
571,5623053824611,3
927,4045958516292,19
679,2887067326964,14
728,7485040993278,19
148,8602548412912,5
649,0929672690718,18
221,2987081936313,7
864,8971310087901,9
17,0324716808683,2
614,9215886422186,3
376,8727902049075,9
547,9660692433510,18
825,2431787270986,3
702,2528515759278,10
388,0259069403134,4
705,5564728488465,18
320,0217525091868,18
294,8160809288459,2
950,5260307713200,8
691,6928151087999,9
733,1907445912709,15
972,9419909496677,5
594,8325957253258,7
41,9230278737969,12
912,4499116780863,14
206,8432145314407,2
801,9442712386668,17
70,8117052446433,12
540,3291746110918,18
186,1696950801829,14
187,4977578658147,11
31,6457921217804,5
564,3906362996197,4
392,7157420879686,7
365,4161980036383,5
889,1360058684492,2
146,9433539556426,2
394,4498658647290,15
436,7897862425729,4
119,4346588277363,7
169,9433181807952,18
521,8401326333087,19
898,2412778951411,9
77,1404115832461,10
462,6568285086415,15
65,7111310861434,4
912,0402231134453,4
15,5469516090182,11
908,6056620308754,9
475,9252957150791,6
640,4944677725803,8
603,5373510327017,18
121,0869173669281,15
228,7070262395117,1
490,3454401344923,4
378,8090734293931,18
984,1722301961949,9
235,8896859170290,11
32,1551178331278,5
942,4583589778264,19
866,2958284728050,18
233,8123150446763,6
465,7642419156706,3
231,2614372179431,2
213,4919650800877,10
519,9281522122895,2
686,7015523895302,1
544,8347791089442,17
502,7155512541657,11
298,4292260350063,2
64,7497421050395,5
913,1327126309824,2
398,2502416536602,2
625,7553701041702,11
644,8208653822709,4
951,7638363495817,10
545,2033143832199,7
228,3275692035839,1
479,5175306705944,2
34,6681685368438,16
968,4146515675862,8
749,6385845671634,14
453,1574186323974,8
789,2169038827374,2
497,0897830120615,19
434,3259445276458,17
317,8780452565617,20
508,8729936551524,17
759,6096218497897,14
896,7535265713776,17
518,8478283706056,9
75,5534940981020,14
839,1571312169055,19
242,1793076210037,7
776,8471433498443,3
443,6755991407072,11
70,7112217498280,17
558,4452014422792,16
850,4380667431857,3
214,4280519598212,8
180,6225146635112,16
749,5970795699695,14
440,0103543416809,19
42,9637317201212,11
570,5266151991061,7
415,1719566197114,11
365,0451032251814,10
718,1039370600908,13
819,0539410328201,10
289,0819164467716,17
493,7355265085372,8
203,4123476134195,2
978,4284115575547,13
297,3048860401169,2
17,4758672464076,2
790,4640051070933,13
613,1981382808516,9
32,3985289365941,12
647,2276019925476,3
349,3156922355807,17
206,1303450184849,3
410,4311538155749,8
537,2527861529252,8
138,3373488444138,16
548,3955956009744,16
728,8656694296742,18
830,2734588872114,5
353,8127972936921,7
256,3000990078307,15
559,7012293502621,18
107,8487423978109,1
578,8846144336726,7
712,6629729703739,18
343,9439196331222,16
420,5568440452407,2
181,6173209077860,3
323,4691452623587,15
590,2674355651040,14
831,8461716215546,13
917,0976070121306,15
444,6084297605203,5
295,5635293469002,11
425,4615366198306,15
483,5777028988317,12
131,6207972568123,9
209,2816188452306,3
970,9022850924788,6
654,8206934478324,14
558,0321407892693,3
849,3256612238455,13
146,4222117074828,4
457,5907663065269,15
354,4879296065248,2
789,3655008630345,11
543,5644228833788,13
886,4237599282692,12
60,3364844577515,11
735,7394687831761,12
815,0132825231076,2
160,5258596649447,15
298,2969793525481,10
875,0418353266675,5
828,6783459416137,5
131,5221017444136,1
106,3620084951714,20
828,7760410651010,15
264,0829772824214,15
48,3101104385653,6
653,2082445486418,12
514,0212668169375,11
467,4374016837360,1
375,1267017290216,8
701,1314858386827,15
144,3977236369294,15
626,4623172108730,9
424,6502546447713,7
919,5824824240672,13
423,3799082774370,5
585,3083955573659,1
623,1051021286279,2
652,6348216904960,16
105,8914810058415,4
752,6099641092240,6
911,1059186660132,11
903,2865714546903,18
708,5981402926455,3
31,4587371256312,4
821,6157051532371,16
930,9692336824743,4
519,3221650505906,1
731,4700818932062,3
226,3191877483922,5
891,6848425839454,12
336,7091512128606,7
568,1898351105111,2
564,9630583230955,18
908,5843024796246,17
803,0241745937477,18
307,0091452794258,11
50,0147401361122,11
4,3757555826957,17
478,1126015374444,15
853,8082194610274,4
687,5322628040028,17
84,5947382929268,18
162,7845117577969,20
250,1582483702439,4
194,8762274985668,9
867,5172883064266,12
297,9325352337156,15
887,2944643237615,10
512,9961797058395,5
698,3229467238505,19
117,4983101107983,5
579,3249495912635,13
612,9235953131681,11
333,6720642171329,13
1,3475707933192,1
291,3642140792994,9
136,2630349282164,2
395,7640262922554,8
42,0026680190695,8
528,6680220792103,10
709,7633675246058,9
414,7849952840233,18
435,7427107325387,19
833,6461028836950,19
440,8237789555120,12
592,9283173033896,18
965,1098505175827,2
981,1787805896494,12
345,4051394798109,3
603,1452976505710,2
110,0341302277937,18
844,9108821423952,5
955,7557135591079,20
677,5200324339342,11
482,9529650253532,15
908,6288878024661,15
334,6836610992435,10
616,4546811143117,11
901,9749443475389,15
860,7854534581046,10
68,6820028592004,6
303,5600374597684,10
717,1749050035226,3
741,6699022443021,16
519,9510557821276,12
641,1127081678825,12
67,1357435088608,14
549,9211489334529,2
19,8409908754442,1
777,2542111528649,14
272,4772151372065,5
793,2210329728167,16
415,7011213822788,7
250,8987646696137,3
984,8193825128119,2
59,4931192607394,3
521,3352873848881,16
902,8366097337170,1
111,8691527031855,10
16,9685077287540,2
194,0733805607203,19
112,1102124718201,14
925,5902392649957,20
668,2490693560574,13
801,2969658222890,7
383,9746660542122,12
278,4641107674266,7
389,0292846137396,10
719,3722580896763,10
934,6361544563135,9
929,9836882128072,10
543,2537420522594,20
128,8671016071937,2
296,3564330689344,7
148,4836849797087,4
964,6385152491826,6
648,9087543054425,6
619,7824016773849,4
220,4159503004575,17
646,5214256891571,9
215,4748209033974,20
787,6443769683130,15
515,4859905027355,4
872,9087570828846,12
649,8974914903714,16
222,8821470039039,6
91,6349297931876,8
469,3727866267206,14
721,4306890111397,17
464,1938900106760,3
708,3538517486736,19
213,5079127044629,18
973,3765413960040,5
461,4504100686585,10
540,0524595520151,11
499,9909541687040,17
890,4154342237436,5
311,8559967125902,20
273,1896548067242,14
104,2895862184931,2
699,4268465727993,14
663,2288744431511,5
678,4638679951550,17
492,9236787491750,16
841,8621970538410,13
453,1041086655233,5
300,2701932786595,5
580,2692372923094,18
189,0242668636058,1
811,5605326929216,9
999,4832207444945,16
962,3048758413076,5
600,0955566417932,20
16,9690733065042,19
717,9700342074356,1
392,2602575416194,18
314,5341827868684,5
988,8568791654465,1
329,4516694518111,4
660,4531802016877,13
987,8844628546616,7
785,3641601390298,10
199,4013778831628,15
179,2426191582978,3
174,7424575948148,7
270,8010574182738,7
495,1233739856610,18
601,9289849798045,17
427,8193364398783,4
225,6583385904520,14
995,4645300278801,9
141,1046757103563,4
245,3973437819637,17
200,9162150951357,14
346,3738462103485,8
839,4466056743258,7
754,8348784705370,5
987,9033776237814,3
53,9450061484201,12
868,7323403866459,19
408,3098190101147,14
154,8474748488789,1
616,6220965527570,13
834,4823437866287,13
909,9325352337156,15
272,8141012008577,8
640,2800756371151,20
521,4214736045914,20
39,0438683478272,14
595,7233768477804,11
435,5582680741572,13
629,4049220251478,10
948,3373448967783,18
533,0350232344817,17
790,7725405793717,11
870,1093921432141,20
603,7126784907816,1
340,5181309110067,8
933,5591512785301,11
542,1939007496747,19
88,3391654616554,8
48,5001332534985,11
32,4595380990240,8
295,5429613847775,13
2,9147938868461,13
329,9507822890884,18
878,7329143195422,10
373,0278986518837,9
607,1553163482743,19
402,0011869207622,15
51,9402673676130,2
661,2054655778034,9
721,1768787474085,19
174,4824791341199,14
847,7487938153726,16
872,4587059353128,18
279,4032333474452,10
125,2699782187993,7
12,6440410936904,9
967,3893532403565,7
112,9307170293661,9
805,0424169642879,3
574,3503128768892,4
275,6927723194349,13
940,7764176134657,20
295,3392229449317,20
868,7697387954236,5
377,8847477860490,9
522,2507438816756,15
155,2053181189147,6
515,8614248661941,5
917,9412878677108,7
964,5150251714128,17
780,6916407426319,6
