NIT,NOMBRE,CALIFICACION_PROMEDIO
16584426,Williams-Good,5
79394406,Burns-Mills,1
67299478,Rodriguez Group,1
31414692,Rogers-Browning,3
77079268,"Werner, Medina and Moore",3
48880572,Patel PLC,1
58496541,"Richardson, Ruiz and Mccall",3
56795271,Fisher-Gross,2
84918673,"Reed, Bell and Garrison",2
90392344,Fuller-Williams,4
28311041,"Bird, Villegas and Drake",5
71612393,Alexander Inc,2
48276061,Cox-Ortega,5
86464840,Taylor Inc,2
39337450,Graves PLC,1
51191184,"George, Andrews and Carter",4
57085494,Rose-Smith,2
45055942,Flores LLC,4
36712854,"Larson, Dillon and Perry",5
30622852,Austin-Myers,3
01181814,Strong and Sons,2
46956019,Maldonado-Morgan,5
13303556,Moreno-Aguirre,3
70140927,Williams Ltd,1
80675884,Allen-Miller,4
66645979,Chapman-Anderson,4
14403965,"Fisher, Mcneil and Lee",1
72741184,"Wilson, Jones and Riley",1
11009177,Nelson-Smith,2
13387709,Gray LLC,5
15350411,Lopez PLC,4
51327255,Spencer Ltd,5
38937439,"Dudley, Pierce and Lee",5
92453654,Farrell and Sons,2
26313221,Knox Ltd,3
57215723,Morgan-Perez,2
10709412,Shepherd Group,4
26703626,Hayes-Smith,3
21061653,"Ford, Lin and Evans",5
27622186,Thomas-Gomez,5
89105856,Hoover Inc,2
84555298,Cannon Ltd,5
53412676,Griffin-Myers,5
36550661,"Gutierrez, Jones and Sanders",2
65600306,Lambert-Kane,5
66046066,"Gonzales, Russell and Anderson",1
02848969,Olson-Herring,3
44491024,"Martinez, Stein and Nelson",2
30020900,"Lyons, Richardson and Nguyen",4
14532405,"Buchanan, Brady and Mclean",2
44235215,"Cunningham, Byrd and Mcbride",1
33276861,"Krueger, Sims and Brown",5
50683789,"Wells, Jackson and Kim",3
68439378,"Nichols, Saunders and Hart",3
71533957,Kelly-Santos,1
58336922,"Morgan, Mcdonald and Adkins",5
33741840,"Wood, Barber and Velez",5
34688809,"Torres, Buck and Rivera",4
01717990,Fritz PLC,5
02307534,Marks-White,5
56608564,Castro-Martinez,1
03125274,"Walker, Johnson and Johnson",1
27650646,Gonzalez-Powell,1
68874209,"Valencia, Roach and Rodriguez",1
27046500,Hughes-Holden,3
76456886,"Garcia, Howell and Ayala",2
46797377,Gonzalez-Robinson,1
54475502,Rice Inc,3
02543673,"Chavez, Montoya and Moore",5
18740196,Jackson-Reyes,1
90803208,Arnold-Williams,3
77821065,Stephenson-Williams,1
83719295,"Silva, Steele and Bailey",2
00516488,"Doyle, Lynch and Ramos",5
42663478,"Villanueva, Nelson and Wilcox",4
84158925,"Hernandez, Campbell and Davis",1
03390856,Taylor-Arellano,4
18529456,Mcgee-Willis,3
99294281,Pacheco LLC,3
49982756,"Newman, Ross and Turner",3
96243169,"Cain, Carr and Moore",3
62574167,Kim Group,5
03384121,"Hart, Torres and Johnson",2
29046874,"Jenkins, Sandoval and Hall",5
24444088,Odonnell LLC,1
81553433,"Anderson, Obrien and Wilson",5
09129832,"Little, Jones and Johnson",1
72279106,"Ho, King and Luna",3
49120592,Hendricks-Russell,4
35381518,Martinez-Krueger,1
39520104,"Levy, Payne and Adams",1
75007096,"Brown, Torres and Macdonald",4
22221599,Baker-Choi,4
13039172,"Tucker, Mcdaniel and Sellers",3
20129668,Martin Ltd,4
89133897,Cook Group,3
40352602,Gonzalez-Jackson,4
66265542,"Davis, Carter and Lewis",5
87663488,"Williams, Owens and Cox",4
63882698,Williams-Schmidt,4
48489096,Carter-Hughes,3
03323472,"Garner, Jensen and Thompson",5
21186684,Bailey PLC,1
53087218,"Williams, Jones and Green",5
43075942,Welch-Sullivan,1
21046629,"Wiggins, Lee and Ramos",2
67813858,Rogers Group,5
62188241,"Howard, Jenkins and Cooper",3
67080007,Henderson Ltd,2
06371692,Jones-Morris,1
48355605,Ward Inc,5
89816684,Diaz Ltd,5
18190144,"Ferguson, Navarro and Miller",1
83481987,Williams-Wise,2
32555462,Boyd-Johnson,2
45778162,Davis-Miller,3
52836336,Barr Ltd,5
59583271,Garcia-Robinson,5
74084999,Petersen Inc,1
26010779,White Group,5
97566786,Holt LLC,4
03304303,Fletcher-Horn,5
24347969,Blackwell-Howell,1
18590470,Gonzalez-Bowers,1
35915164,"Salas, Downs and Brown",1
87121575,Wilkinson Inc,3
41677988,Thomas-Simpson,3
09519992,"Brown, Burke and Quinn",3
94918847,Armstrong-Kelley,4
11521303,Lee-Kim,4
11834007,"Thomas, Martin and Thomas",1
03792612,Bradford Group,1
42185383,"White, Bowers and Owens",5
81296484,"Gates, Smith and Sloan",4
99871666,Benitez-Brooks,4
19249247,Santos Inc,3
91626721,"Ramirez, Parks and Robinson",3
78831902,Huber Ltd,3
42522799,Lynn-Patterson,2
79233811,Evans-Harper,4
29907342,"Huber, Graham and Thompson",2
81525171,"Banks, Henderson and Evans",4
83363788,"Alvarez, Lopez and Walker",3
41608289,Cunningham and Sons,5
85325555,"Martinez, House and Morales",1
39795854,"Stone, Wolfe and Cooper",4
93624718,"Bradford, Washington and Adams",3
15832153,Taylor-Gardner,1
73703945,"Taylor, Cervantes and Holmes",1
14378386,Johnson Ltd,2
64403809,Hernandez LLC,4
34216491,Chung LLC,2
69389603,Fuentes Ltd,3
15823977,"Perez, Roberts and Cox",5
31743594,"Jones, Barron and Sanchez",5
46640178,"Price, Williams and Garcia",5
01515046,"Calhoun, White and Austin",4
33300832,Gomez Inc,5
86176538,"Thomas, Cox and Valenzuela",5
83186578,Schwartz Ltd,5
09658325,"Brady, Vasquez and Holt",4
50917396,"Rodriguez, Jones and Smith",2
58007938,"Parker, King and Cain",3
77048721,Cuevas-Gonzalez,5
64571515,Mccarthy PLC,2
33823867,"Clarke, Ortiz and Weaver",5
26341279,"Frederick, Thompson and Williams",4
31093514,Hunter Inc,1
53489081,"Jones, Davis and Waller",5
49893595,Collins-Wallace,4
69289828,Rodriguez-Johnson,3
96422892,Lester-Anderson,1
98860913,"Smith, Johnson and Kidd",4
24227179,"Walker, Barnes and Patrick",5
10131565,"Wise, Lane and Merritt",1
09128781,Pratt-Jefferson,4
30421608,Kelly Group,1
07560927,Lewis LLC,5
19648453,"Scott, Brewer and Gonzalez",4
23496415,Carpenter-Cole,3
49890495,Hernandez Group,3
23382824,"Hernandez, Hinton and Allen",3
03440278,Woods PLC,3
17829229,Smith LLC,3
15253392,"Lopez, Bates and Sampson",3
64942285,Lee Inc,3
12569991,Smith Ltd,3
25959987,Bell-Johnson,2
74497249,Lopez Group,2
40229591,Johnson-Henderson,4
16145771,Randolph-Jackson,3
81988693,Johnson-Dickerson,2
24370288,"Campbell, Sanchez and Rhodes",4
56252934,"Strickland, Collins and Nguyen",1
67077205,Hernandez Group,1
85388062,George Group,4
07393891,Davis-Potter,1
66061458,Gomez-Perez,2
83353666,Day and Sons,2
93006903,Turner-Davis,5
12165308,Ball-Elliott,4
61089624,Hayes LLC,1
41140079,"Costa, Hill and Simmons",1
96825389,"Smith, Schmitt and Richardson",5
37329952,"Graves, Potter and Pratt",4
81321803,"Barnes, Warren and Parsons",5
23656475,Zuniga Ltd,5
02048239,Smith Group,3
62319157,Kirk-Small,5
03317372,Alexander-Bowman,4
92476240,Kemp-Thomas,4
55128834,"Roman, Crane and Hernandez",5
52674976,Mcgee PLC,1
67210077,Hays LLC,1
28669999,Daniels-Saunders,1
30091641,Bartlett-Ramirez,5
75995317,Russo-Bauer,3
27996331,Hardy Inc,2
76897894,Kelly PLC,1
54577756,Cox Inc,4
87950137,Ibarra-Shea,5
38986567,"Sherman, Richard and Christian",4
25109443,Burgess PLC,5
13200732,Walker Ltd,4
66310235,Estrada LLC,3
71212241,Dennis Ltd,3
39672407,"Smith, Simmons and Johnson",5
20231019,Carroll Ltd,3
78532076,Morrow LLC,3
99240899,Hale-Grant,5
65913482,Campos-Rodriguez,5
89554975,"Meyer, Green and Zamora",3
00027847,Moore-Villarreal,2
07881459,Fletcher Group,3
44836009,Valencia-Evans,5
46025593,Miller Inc,5
50473762,Robinson Group,5
55832069,Rodgers LLC,3
80549505,Guzman-Rodriguez,5
88885315,"Walls, Kemp and Nicholson",5
25754537,Lyons-Simpson,3
09970786,Miller-Gonzalez,3
45945151,Ochoa Ltd,1
50920679,"Skinner, Ashley and Williamson",4
80095149,"Baker, Brock and Jordan",3
42712480,Moses and Sons,4
93846677,Hull PLC,4
66604648,"Reyes, Dean and Davis",1
16176744,Ho and Sons,2
44993979,Chen LLC,5
42865674,Vazquez LLC,2
68092597,Robinson-Medina,1
79760485,"Roberts, Bird and Myers",5
07240744,"Prince, Hall and Cobb",1
43998401,"Pollard, Smith and Robinson",2
32431599,Walker and Sons,1
66001591,Anderson-Miller,4
02640013,Blake-Freeman,2
06909772,Pineda-Shepard,2
61338777,"Alvarado, Rios and Hayes",4
59984122,"Ellis, Garcia and Johnson",4
50772407,Tanner Group,4
44511098,Smith-Wong,1
90437830,Moore-Maldonado,3
40867687,Jones-Vazquez,2
69222665,"Barnes, Johnson and Andrews",4
94591743,Ho-Miller,5
07379369,Jones-Davis,3
55113519,Terry-Phillips,2
52377068,"Hughes, Olsen and Hanson",1
61051171,"Beck, Novak and Avila",2
94423174,Diaz-Green,2
06518653,Daniel Inc,3
81440511,Barton-Spencer,5
79032612,Jordan-Sims,5
02465999,Miller-Love,3
79508698,"Smith, Baird and Wilcox",4
67881697,Silva Ltd,1
30788053,Meyers PLC,3
18496802,Adams-Ramos,1
75745943,Benton PLC,4
42458395,Glenn Inc,1
33353654,Mclaughlin Inc,3
34887783,"Wiley, Lozano and Ross",1
33290317,"Santos, Santos and Rice",3
35307433,"Ibarra, Guzman and Sanchez",5
18973617,"Richardson, Anderson and Burns",4
70826876,Rowe-Ball,3
88540535,Wright-Pratt,4
94967074,"Mills, Brown and Fisher",2
87109863,"Mayer, Jones and Arellano",3
94451016,"Hayes, Cole and Greene",3
05026500,"Smith, Weber and Powell",3
18384185,Morales-Jackson,4
74306008,Morgan and Sons,4
90204784,Cain-Smith,2
31716536,Hernandez-Morgan,5
02819181,"Brown, Fox and King",5
25771749,Brown and Sons,4
50425730,"Hernandez, Jenkins and Orr",5
23939653,"Owen, Perry and Chavez",2
27465554,"Gregory, Gentry and Potts",2
23578845,Brewer LLC,2
06528300,"Williams, Ramos and Taylor",1
65988855,Phelps-Bailey,3
37309503,"Hawkins, Love and Bird",1
19352138,White-Kelly,1
71455259,"Padilla, Wright and Alexander",4
61904774,Evans-Sims,2
51065416,Hunt-Ibarra,4
22652010,"Young, Mills and Tucker",5
32074901,"Campbell, Martin and Page",1
17470858,Perez Ltd,4
11787136,Cox-Richards,2
98982431,Myers Inc,3
82427214,Sanchez Inc,5
56990041,"Thomas, Stevens and Frazier",5
79906265,Simpson-Kim,3
32849622,Shah PLC,4
68377731,"Harvey, Wagner and Garza",3
96344248,Miller-Taylor,4
31797894,"Walls, Savage and Perkins",5
02834061,Singh-Parrish,4
15669230,"May, Diaz and Schultz",4
14947261,Bishop LLC,3
41431221,Collier Ltd,4
53919946,Williams-Johnson,1
58570708,Bell Ltd,3
26643762,"Wade, Dennis and Smith",3
94209242,Perez LLC,1
59291862,Davila-Sanchez,3
58933343,"Rodgers, Cunningham and Green",1
72561645,"Dixon, Gill and Castro",1
39065094,"Anderson, Ferguson and Campbell",4
47078239,Smith PLC,4
62979719,Baldwin-Shaw,2
68149420,Gray-Vasquez,4
74994281,"Marshall, Williams and Jones",5
02471129,Robinson Inc,3
62279918,"Lee, Wagner and Adams",3
18609530,Burke-Roth,1
77700704,"Chapman, Baker and Wall",2
30625778,"Ellis, Hernandez and Dominguez",4
72544181,"Gardner, Diaz and Fox",4
27231296,Lewis-Crawford,3
89781876,"Johnson, Smith and Schaefer",2
53333575,Barron-Greer,1
37727376,Anderson-Hoffman,4
63488159,Sanchez-Randall,3
39911117,Reyes-Turner,4
16878297,Walker PLC,3
38617348,"Hunt, Davis and Ferguson",1
56645200,"Johnson, Miles and Perez",3
88797816,Rhodes-Wyatt,2
99736330,Howe Ltd,4
65706794,"Fuentes, Combs and Harrison",1
57942834,Brown Group,4
23994102,Williams Inc,3
77316745,Jones and Sons,4
18332247,Fox-Simpson,4
86554558,"Phillips, Wilcox and Day",2
39223814,Wilson Ltd,5
51258962,"Rodriguez, Moore and Smith",5
43446698,Bell-Hicks,5
67051281,Lambert Ltd,2
59129974,Russell PLC,1
80150596,Clark Group,1
88674940,Ayala-Macdonald,2
29556052,Robinson Ltd,5
27043561,Ellis-Clark,4
27186701,Martin Ltd,2
77075147,Ramirez-Richardson,2
58105801,Ortiz Inc,1
95533407,Perez-Mills,5
82999490,Zimmerman Ltd,1
81981076,Adams-Torres,5
67928934,Douglas-Wilkins,4
15339614,"Gilmore, Simmons and Estrada",4
28868651,Manning-Smith,1
11836957,"Hanson, Landry and Krause",5
36770809,Johnson Inc,5
13218348,Walker-Keith,1
58606674,Martin-Parker,5
20619640,Sandoval-Garner,3
82164911,Bass Ltd,5
23595149,Thomas Group,5
13906122,Hall-West,3
42223818,Allen PLC,4
79077118,Duffy-Nguyen,1
55745864,Mendoza-Gutierrez,3
47127388,Grant Inc,3
94575361,Robertson PLC,3
56584202,Mueller-Wright,4
25182606,Mccormick-Lynch,5
06044190,"Howard, Welch and Santiago",4
79430784,Garcia-Smith,1
17785105,"Coleman, Moreno and Anderson",1
90660481,Graham Ltd,5
27955215,Brady LLC,2
78054684,Taylor Group,3
45403408,Gomez Group,2
97623410,Rojas Ltd,4
87006360,Baldwin PLC,3
80003298,Smith PLC,2
17601214,Anderson Group,5
61216778,"Manning, Martinez and Lynch",1
68169787,Clark-Williams,1
02532318,"Dickson, Smith and Johnston",3
66679417,Dixon-Wilson,2
56092684,Wheeler PLC,4
28767275,Blake-Watkins,5
21903441,Miller-Larsen,4
66219538,"Chavez, Mason and Williams",2
23790230,"Osborne, Medina and Mccormick",5
28369080,Bates PLC,2
15143044,Snyder-Hughes,1
86209588,Baker Inc,3
12065745,"Scott, Knight and Young",2
79692472,Bridges-Floyd,5
63737608,"Holder, Williamson and Lee",2
96962688,Berger PLC,2
40195384,Kane Ltd,2
83419171,Gonzalez-Hood,5
97224181,"Ramos, George and Price",5
03947104,Smith PLC,5
33022840,Patton-Stevens,1
87496093,Gray-Graves,2
58185728,Diaz Ltd,4
91141682,Hughes-Walker,5
80118152,Oconnor and Sons,2
87282030,"Baldwin, Manning and Wilson",1
85645820,"Blake, Wiggins and Leonard",2
94807509,Clark Group,4
13651954,Wood Inc,1
16379299,Holland-Adams,5
94921762,"Barnes, Parker and Santana",2
07592140,"Phillips, Miller and Gray",1
48295659,Griffith Inc,4
10034613,Griffin and Sons,5
77216458,Jones-Rhodes,5
46437136,Wilson Inc,3
94052633,Warren-Brewer,3
27123676,Peterson-Johnson,1
85869028,"Jimenez, Harris and Davenport",2
18152425,"Freeman, Schmidt and Olson",5
47266551,"Davis, Arnold and Arroyo",5
85482333,"Edwards, Padilla and Gonzales",3
60207487,Rice-Elliott,1
30794955,Rodriguez LLC,4
35569961,"Knapp, Morrow and Stafford",5
18484168,Kennedy-Barker,5
27028902,Hawkins Group,5
04165422,Frank Inc,3
37322106,"Callahan, Rodgers and Sullivan",4
78642713,"Jones, Robinson and Cohen",4
05469246,"Brown, Mendoza and Hernandez",2
17176590,"Moyer, Williams and Scott",5
18680713,Owens LLC,5
57550145,Martinez-Holmes,2
40419220,Anderson-Wells,3
02184012,Ray Group,4
07544811,Terrell-Morse,2
57298238,Johnson-Smith,5
66281016,Long LLC,2
43586653,Vincent-Perez,3
98643141,"Michael, White and Allen",4
07312694,Hayes PLC,1
36957033,Perry Ltd,2
00168281,"Bailey, Williams and Mcneil",1
44150426,"Nguyen, Holland and Bailey",1
08020727,Roberts-Riley,5
16784482,Gallagher LLC,2
19057408,Rogers LLC,4
71207834,"Steele, Lowery and Terrell",1
74964413,Yates-Blackwell,1
92806542,Torres-Gardner,5
42406587,Baker-Fernandez,5
11242529,Byrd LLC,5
71305066,Mcdonald Ltd,3
28952275,Espinoza-Lee,2
44921040,Wright-Little,3
25728101,Lopez and Sons,3
61911468,Guerrero-Norton,1
21241673,"Brooks, Chase and Miller",3
75145750,Watkins LLC,2
05097999,"Higgins, Jackson and Torres",1
74123902,Brown and Sons,5
22957597,Wright-Turner,4
14969669,"Black, Wright and Bryant",5
99371555,Galvan PLC,2
48227872,Jones-Johnson,3
11645801,Marks-Edwards,2
56149500,Austin LLC,2
76337413,Smith-Esparza,2
56622980,"Berry, Lozano and Meza",2
00509022,Ramsey-Moore,3
88105123,Turner and Sons,2
37485825,Lopez PLC,1
01476439,Watts and Sons,1
02454481,Daniel-Daniels,4
44795726,"Moore, Smith and White",4
53392985,"Peck, Simon and Chavez",3
11328001,Torres Group,4
23567450,Cox LLC,5
77613066,"Russell, Vincent and Winters",4
99253219,"Butler, Carrillo and Lewis",3
39356697,Mcclure Ltd,4
70586725,Davila-Mercado,4
92965850,Dunn LLC,4
37330767,"Williamson, Patel and Schultz",4
17844734,Reynolds Group,4
11661085,Ross-George,5
79410540,Meadows-Johnston,5
33332307,"Rowe, Hayes and Knight",1
46151926,Miles PLC,1
44380465,"Freeman, Smith and Roy",3
50845637,"Graham, Hess and Foster",5
55588317,Mercado Ltd,1
35954385,Costa Inc,3
89477175,Woodward Group,2
41477298,Cohen Inc,4
69545085,Huang Ltd,3
46179012,Moore Inc,1
80315834,"Harris, Parker and Finley",1
44574130,Pratt LLC,2
09210561,Morris Ltd,5
80470120,Williams-Ortiz,1
05670444,Wilkins Ltd,3
21325687,Reyes LLC,5
83161254,"Yoder, Nichols and Cardenas",4
76461866,Chen-Newton,3
56796711,Marshall-Leonard,3
39498649,Thompson-Russell,1
83606144,Moore-Thompson,4
12435135,Wood and Sons,5
90136818,Khan Group,3
49088281,Stanley and Sons,5
71234168,Rangel and Sons,3
92203983,Bennett Inc,3
35790723,Mata and Sons,4
64324388,"Mitchell, Russo and Chaney",5
48224208,Castillo-King,3
00963572,Griffin Inc,4
56576450,Edwards-Abbott,5
55867160,West-Poole,1
36955480,Dixon PLC,2
18013184,Diaz-Rose,3
67372911,Bauer-Bean,3
23343429,Jordan Group,2
36785612,Rose LLC,3
29831159,"Arnold, Price and Gonzales",4
39450159,Lee LLC,4
67995400,Williams-Perez,3
75662165,"Vance, Hill and Adams",2
77260383,Gonzalez PLC,4
18506877,Cobb-Williams,4
64148953,"Hall, Harrison and Hunter",1
51246945,Frazier-Parker,1
08504791,"Moran, Schmidt and Jacobs",1
08326591,Hanson Inc,5
29937202,Rivera LLC,1
15788368,Bruce Ltd,2
69896316,"Tran, Quinn and Lopez",4
77840721,"Osborn, Stone and Duncan",3
62545013,Olson-Davis,4
27490198,Adams Ltd,1
97911616,"Potter, Sanchez and White",5
52675331,"Olson, Tyler and Sandoval",5
96428818,Williams PLC,4
59949428,Johns Group,3
47201095,Cordova PLC,1
70645842,Smith-Mcdonald,1
79718073,Peters-Hall,1
90769306,Wheeler-Cobb,5
56978438,James PLC,2
01622119,Perez-Brandt,2
90803130,"Guzman, Hines and Powell",4
43032792,Rogers LLC,3
79855266,Lewis-Howard,3
46378989,Blankenship-Davis,2
60895295,"Gomez, Perez and Greene",1
39922793,"Bishop, Pacheco and Murphy",4
68458669,Johnson-Mora,4
27999233,Bryant and Sons,4
55721493,Mckinney-Johnson,2
69236853,Roberts PLC,5
12750016,"Smith, Barnes and Bradley",5
05080540,Harris-Vaughn,5
86248334,Shepard-Morton,1
25700459,"Smith, Hale and Daniels",4
36535644,"Bishop, Boyd and Higgins",1
48791571,Key-Smith,1
80702603,Turner-Baldwin,1
74555499,Arnold Group,2
58591888,Gonzales-Grimes,2
29215522,"Molina, Ramirez and Rogers",5
06900168,"Smith, Jones and Taylor",4
53467454,Duncan Ltd,1
63897449,Dickerson-Berry,4
23279179,Dyer Ltd,1
27642559,"Williams, Carr and Lara",1
84653680,Rivera-Coleman,4
89525135,Patterson-Bailey,1
70079586,Nelson PLC,2
32245714,"Pham, Porter and Grant",1
40104003,"Lewis, Humphrey and Brooks",5
15171993,Wagner-Cummings,3
30606234,Powell-Grant,5
34080542,"Bradford, Allen and Turner",4
66484783,Stanton-Nichols,5
23619005,"Richardson, Thompson and Marquez",5
92078390,"Hart, Williams and Long",3
72995259,"Johnson, Parrish and Andersen",2
32170498,"Perry, Brown and Collins",5
85517721,"Holt, Guerrero and Fuentes",4
05160211,"Villarreal, Brown and Decker",5
81324491,Orr Group,4
98202669,Torres-Williams,1
79043205,Mann-Newman,4
60404404,Morrison-Mejia,3
71224992,"Pollard, Hammond and French",5
64725482,Moody-Roberts,3
40043135,Murray-King,1
43257294,Sullivan LLC,3
19206493,Phillips-Pineda,4
17030205,Long and Sons,1
35051404,Collier-Nichols,5
71378954,Ortiz and Sons,1
89125038,"Murphy, Garner and Jones",3
32604504,Hernandez LLC,4
47140943,Sanders Group,4
19923703,Cruz-Hart,3
89210406,Johnson-Nguyen,1
64975184,"Shepard, Sharp and Marshall",2
95115221,"Lopez, Miller and Ford",4
79218900,Wilkinson-Moran,1
02746371,Miller Group,2
38794001,"Hunt, Evans and Pierce",5
34349236,"Powell, Clark and Fernandez",4
21128486,"Boyer, Mason and Duffy",5
31496513,Hanson Ltd,5
70341591,"Heath, Case and Davis",1
12449651,Huffman Group,1
34944660,Morgan-Sampson,4
03894347,"Lewis, Conner and Sanders",1
84284006,"Richardson, Smith and Cohen",5
37075415,Sosa LLC,5
94477955,"Meyer, Stewart and Johnson",1
93850575,Williams LLC,1
25905120,Solis LLC,3
20325862,Nichols-Martinez,4
60422347,"Mills, Bailey and Cooke",4
08587176,"Lopez, Richardson and Beck",3
60651327,Davis-Robles,5
47606876,"Lewis, Clark and Adkins",2
63549089,"Martinez, Espinoza and Lopez",4
35699033,"Barnett, Walker and Silva",1
70949711,Washington-Alvarado,2
86015660,"Smith, James and Anderson",1
29659685,Bell-Butler,3
32193381,Ryan Group,2
22384102,Bowers Inc,5
10934685,"Oneal, Roberts and Jordan",5
94465518,"Blackburn, Williams and Barr",2
58862322,"Mccullough, Rivers and Adams",5
07024986,Adams and Sons,4
41414064,Burnett LLC,4
82877804,Harris-Thompson,1
91012975,"Marks, Bell and Johnson",2
89911501,Manning LLC,1
34793770,Green-Rojas,2
53788368,Hensley-Lloyd,3
44191825,"Hawkins, Gutierrez and Ramsey",4
11172130,"James, Moore and Sullivan",4
66402480,"Lopez, Arias and Miller",2
10408216,Clark-Carter,4
44909925,Walker Ltd,4
04795315,Roberts Ltd,4
36612956,"Mcdaniel, Cook and White",4
86691857,Frazier-Blair,5
61546837,"Cole, Smith and Neal",5
63743456,Thompson-Bruce,2
54864856,"Zimmerman, Bowman and Mckinney",2
43383955,Chavez PLC,4
73086529,Smith-Hart,2
82727130,Gonzalez PLC,4
78552715,"Klein, Barrett and Ware",5
16699403,Lee-Johnson,3
88332222,"Allen, Taylor and Smith",4
60405838,"Moore, Grant and Smith",5
09116764,Moore LLC,5
09174900,"Anderson, Atkins and Jones",3
67980116,"Williams, Taylor and Browning",4
72377604,Harrison PLC,1
15016591,Krause PLC,3
57152486,"Patel, Ewing and Rodriguez",1
86414364,Sanders LLC,5
53652140,Golden-Thomas,5
93438001,Barber Inc,4
95934495,Kelly-Gonzalez,4
07305917,Green Ltd,1
35782377,Payne Ltd,2
81980000,Price PLC,4
52755316,Curry LLC,3
83358890,Perez-Woods,3
22535382,Gordon-Martinez,3
48267571,"Mccall, Harris and Branch",1
14368264,Little-Rivera,1
73184539,Schroeder-Anderson,5
50234813,Barrett-Parker,5
23690493,Crawford-Brown,3
42436584,Taylor and Sons,3
72366868,"Baker, Holland and Newman",2
65450482,Kane-Fleming,2
89230947,"Juarez, Fuentes and Vincent",4
30353947,Fernandez Group,1
25866704,"Braun, Stone and Taylor",1
81625239,Michael LLC,4
85067059,Johnson and Sons,1
33070605,Johnson Inc,5
89684412,"Davis, Flowers and Walters",3
79071581,"Payne, Smith and Padilla",2
62725811,Jackson Group,1
69650345,Pineda-Johnson,2
31561969,Rice and Sons,2
63980288,Buck-Mcneil,2
38998690,Bryant-Clark,2
88780771,Whitaker Ltd,5
69250675,Austin-Bennett,2
42666882,Thompson and Sons,3
77558930,Berry and Sons,1
62321303,"Conrad, Tapia and Wu",1
09810846,White and Sons,1
12243259,Stephens Group,3
16104006,Black LLC,4
47781696,Keller-Adams,2
75967987,Torres PLC,4
83296253,"Chang, Mccarthy and Hobbs",1
71089829,Tyler-Moore,2
51252151,"Brown, Ali and York",4
53789860,"Tate, Martin and Jennings",3
68870119,"Martinez, Boyd and English",2
50181384,Hart-Franklin,4
88142241,Lawrence-Lane,4
80039686,Taylor-Sanchez,3
99104160,Leonard-Welch,4
74035380,"Edwards, Porter and Ward",3
83538810,Cortez and Sons,4
95542652,Young Inc,1
03529508,Watson-Weaver,5
10229941,"Gray, Hooper and Crawford",4
61820067,"Valenzuela, Fox and James",3
26635217,"Johnson, Schneider and Walker",4
42009269,Morrison PLC,4
05284504,"Wagner, Kim and Parker",4
39215918,Wallace-Wu,4
75203757,"Carpenter, Allison and Ellis",2
14501005,Chen Group,5
05238224,Alvarez Group,2
86747417,Welch LLC,3
44226749,"Robles, Doyle and Ramirez",3
38407826,Bauer-Bennett,5
68332020,"Villa, Holt and Rogers",2
18433944,"Cole, Wright and Chambers",3
09962026,Warner PLC,4
32051940,Merritt-Smith,3
66054511,Green-Bowen,2
77105691,Colon-Fletcher,3
04792000,Foster Ltd,3
55361279,"Morgan, Knight and Monroe",3
49350289,"Hunt, Tran and Moreno",1
23456884,Mitchell PLC,3
24022095,Skinner-Green,4
41964064,Davenport-Knapp,5
02587967,"Young, White and Gonzalez",4
65264492,Sutton Ltd,2
18033410,"Wood, Macdonald and Caldwell",1
20727697,"Winters, Anderson and Thornton",1
54847514,Ramirez LLC,2
19737690,Mitchell-Fox,1
31937986,"Goodman, Bell and Torres",1
79270601,Kerr-Wood,5
52350436,Taylor-Santiago,1
42037910,"Keith, Green and Ellis",4
25419597,Matthews-Lee,4
64283654,Tran and Sons,3
54310278,Lee-Flowers,1
91450425,Bailey-Horton,3
41030745,Johnson-Turner,4
61466401,"Gray, Coleman and Phillips",5
31090254,Barrera-Andrews,4
31138000,"Nelson, Whitaker and Cisneros",4
68364984,Flores LLC,3
56291209,Parsons-Knox,5
22659477,Graves-Parrish,3
21632938,Mckenzie-Smith,2
00280181,"Smith, Hernandez and Manning",1
50566181,Warner-Ellis,5
44008567,"Mccall, Hernandez and Crawford",2
80144847,Lewis and Sons,2
95018300,Baker-Johnson,1
19337654,Curry and Sons,2
07526046,Stanley PLC,1
78318328,Jackson-Benton,5
90763076,Wilson PLC,3
00993135,"Alvarez, Hendrix and Atkins",5
89698228,Gregory-Snyder,3
05425785,Lee-Webb,2
53400543,Ramos and Sons,2
86494335,Dean Inc,2
07483523,Grant LLC,5
46374523,Maldonado and Sons,4
38270987,Stephens LLC,4
67780983,Baker LLC,5
30101456,Turner-Watson,5
26234168,Murphy LLC,5
96084816,Choi-Jones,1
79192361,Mata PLC,3
63306910,"Johnson, Gonzalez and Mcknight",2
94787825,Crawford-Strickland,5
32856033,Wilson-Hall,4
79650021,"White, Santos and Martin",4
99984410,Larson Ltd,5
60005380,Williams Inc,1
55948272,"Larson, Huffman and Martin",1
84692061,"Case, Morgan and Lewis",1
96667460,"Gill, Kennedy and Richardson",3
27162934,Simmons-Ryan,4
02157344,"Shelton, Watson and Wang",1
49897654,"Becker, Clark and Jenkins",1
80815815,Hernandez Group,1
52045899,"Campbell, Young and Peters",3
43286133,"Malone, Hill and Hernandez",1
65133217,White Inc,1
93444187,Hayes Inc,2
14491160,"Pearson, Webster and Lee",1
34200483,"Phelps, Vargas and Crane",3
