ID,ID_CONTENEDOR_ACTUAL,EXISTENCIAS_ACTUALES,NIVEL_REORDEN
10237,10237,5944362,57611
10238,10238,6929705,96003
10239,10239,6865625,51813
10240,10240,1953757,27007
10241,10241,637475,66147
10242,10242,7449247,64580
10243,10243,6000180,61150
10244,10244,7062981,32779
10245,10245,3551597,58935
10246,10246,6566565,50517
10247,10247,823946,30355
10248,10248,7987013,83506
10249,10249,8048286,95252
10250,10250,2508435,75827
10251,10251,191204,299
10252,10252,5278990,946
10253,10253,5745806,39187
10254,10254,5826013,62147
10255,10255,8578377,71546
10256,10256,2229222,88073
10257,10257,4080610,86597
10258,10258,9873300,97370
10259,10259,9814697,38415
10260,10260,8839818,81889
10261,10261,2194882,68560
10262,10262,5989061,51751
10263,10263,7099357,70844
10264,10264,1791965,34767
10265,10265,9180667,41401
10266,10266,8287155,70946
10267,10267,7547446,83399
10268,10268,1497352,78795
10269,10269,2354245,60735
10270,10270,8575389,29327
10271,10271,5350711,90304
10272,10272,1328799,56698
10273,10273,4746341,67995
10274,10274,9443658,35680
10275,10275,5405613,66953
10276,10276,1289514,92282
10277,10277,8109480,7159
10278,10278,1685038,18401
10279,10279,33629,68223
10280,10280,7680648,7332
10281,10281,8652482,25752
10282,10282,8263529,39551
10283,10283,9998445,98230
10284,10284,5874845,42462
10285,10285,1787368,37620
10286,10286,5919099,11381
10287,10287,2261067,10715
10288,10288,256031,34572
10289,10289,34787,84098
10290,10290,8611111,67872
10291,10291,8414976,66153
10292,10292,61125,46311
10293,10293,3046391,52095
10294,10294,1752545,2370
10295,10295,8395858,36319
10296,10296,6361637,55063
10297,10297,149956,31485
10298,10298,3335170,57304
10299,10299,4537877,90975
10300,10300,9306560,58157
10301,10301,3005364,40271
10302,10302,966606,73251
10303,10303,7543708,27136
10304,10304,8974217,94779
10305,10305,6594989,90699
10306,10306,8780196,60194
10307,10307,7539086,77559
10308,10308,2676099,48114
10309,10309,4473547,89186
10310,10310,4068584,37456
10311,10311,5691372,86874
10312,10312,5167650,30600
10313,10313,1478179,79204
10314,10314,8374060,95014
10315,10315,3647387,4663
10316,10316,4009766,3398
10317,10317,781429,95833
10318,10318,8635691,27926
10319,10319,556204,62061
10320,10320,20844,97943
10321,10321,8972231,76239
10322,10322,741828,51480
10323,10323,2134540,40281
10324,10324,2946365,71905
10325,10325,1619959,93154
10326,10326,6082585,44174
10327,10327,2290635,63601
10328,10328,5925642,76342
10329,10329,4272111,1674
10330,10330,7491646,24152
10331,10331,1810757,89425
10332,10332,7156547,84966
10333,10333,3466898,28246
10334,10334,4665618,64775
10335,10335,9428317,69987
10336,10336,5800461,2766
10337,10337,1753133,114
10338,10338,1545511,86769
10339,10339,908378,61992
10340,10340,8537990,93039
10341,10341,2450291,55246
10342,10342,1610726,67933
10343,10343,2139361,11140
10344,10344,807901,39165
10345,10345,5716984,70838
10346,10346,1398424,51517
10347,10347,2801884,15426
10348,10348,8933431,16113
10349,10349,5579997,50926
10350,10350,2991419,80186
10351,10351,6041700,45849
10352,10352,7411789,1529
10353,10353,5349226,10930
10354,10354,155111,84297
10355,10355,9678716,41438
10356,10356,2897159,29193
10357,10357,6360374,85307
10358,10358,5424963,4714
10359,10359,7432834,77919
10360,10360,8998960,99869
10361,10361,4560357,18401
10362,10362,9546811,5427
10363,10363,9002504,64821
10364,10364,3260946,35383
10365,10365,2401349,75042
10366,10366,2620352,11190
10367,10367,3150371,18047
10368,10368,4006151,92014
10369,10369,2330387,25722
10370,10370,4990679,40016
10371,10371,6704452,33245
10372,10372,6867065,98890
10373,10373,5321387,66476
10374,10374,3859054,19449
10375,10375,7571719,58242
10376,10376,9026000,98074
10377,10377,1248331,25409
10378,10378,8977508,29400
10379,10379,8654968,56121
10380,10380,2548140,6630
10381,10381,2098868,12854
10382,10382,3293597,25338
10383,10383,8107180,12008
10384,10384,6776719,61614
10385,10385,8217817,63316
10386,10386,6713389,69165
10387,10387,4871982,84926
10388,10388,8194459,81804
10389,10389,1782407,82878
10390,10390,3793921,97050
10391,10391,4299219,71705
10392,10392,4093303,98419
10393,10393,7349787,67982
10394,10394,2044491,27674
10395,10395,5512244,67618
10396,10396,9660975,93495
10397,10397,5914241,94156
10398,10398,2084141,5845
10399,10399,7149853,53813
10400,10400,5545942,31802
10401,10401,1792643,3454
10402,10402,1931848,10713
10403,10403,326528,79714
10404,10404,651850,77972
10405,10405,7566894,39785
10406,10406,33319,84679
10407,10407,916493,95864
10408,10408,4639825,74113
10409,10409,3341911,33629
10410,10410,7276991,18336
10411,10411,8580524,91823
10412,10412,6436264,57452
10413,10413,5593805,90296
10414,10414,7310872,69306
10415,10415,7959252,73193
10416,10416,706020,8479
10417,10417,681736,97691
10418,10418,8794594,86487
10419,10419,7342242,16188
10420,10420,1041793,4753
10421,10421,5248736,34965
10422,10422,1361117,97245
10423,10423,3998388,81414
10424,10424,3232193,58153
10425,10425,4864180,6380
10426,10426,1783574,51642
10427,10427,581965,89549
10428,10428,5672759,27247
10429,10429,8186539,25352
10430,10430,2774516,20333
10431,10431,7738045,51511
10432,10432,7357579,92678
10433,10433,9421261,85172
10434,10434,239566,82279
10435,10435,4512184,1503
10436,10436,2079322,37368
10437,10437,3365267,73237
10438,10438,8426677,85697
10439,10439,2321917,78106
10440,10440,903628,9058
10441,10441,3504382,74366
10442,10442,8489054,74976
10443,10443,5639184,44441
10444,10444,3333532,98798
10445,10445,7212654,56833
10446,10446,8736000,5132
10447,10447,4181465,83371
10448,10448,1909187,88627
10449,10449,4442190,84175
10450,10450,304020,33691
10451,10451,4456296,65308
10452,10452,9900871,71024
10453,10453,9549318,79130
10454,10454,5276855,43809
10455,10455,9907516,52030
10456,10456,9825086,84623
10457,10457,8201565,62209
10458,10458,703878,19680
10459,10459,7904164,78558
10460,10460,8548529,40995
10461,10461,4148119,40129
10462,10462,973052,46128
10463,10463,1961527,47296
10464,10464,4373157,10579
10465,10465,3240846,60340
10466,10466,2084968,99940
10467,10467,4486397,86726
10468,10468,7903082,49852
10469,10469,7071606,93390
10470,10470,5063572,4970
10471,10471,7457980,70921
10472,10472,8208905,37228
10473,10473,1257023,21544
10474,10474,3733984,38723
10475,10475,9967646,63542
10476,10476,6189379,99840
10477,10477,9236711,34206
10478,10478,7274030,35125
10479,10479,2285499,73740
10480,10480,2724057,98214
10481,10481,7552724,76943
10482,10482,2764358,11164
10483,10483,1011191,49410
10484,10484,8510310,18852
10485,10485,8034951,59731
10486,10486,98905,83988
10487,10487,3082488,93827
10488,10488,8907423,10662
10489,10489,8459484,19834
10490,10490,4854620,32070
10491,10491,7177747,33386
10492,10492,7788214,80512
10493,10493,585531,90148
10494,10494,8846925,60145
10495,10495,8185500,7181
10496,10496,6681973,71455
10497,10497,2421105,99305
10498,10498,7740065,99481
10499,10499,6109236,61005
10500,10500,8606390,76822
10501,10501,8499538,18829
10502,10502,8003924,99439
10503,10503,3856725,15131
10504,10504,1350653,24191
10505,10505,2142976,23303
10506,10506,6881134,22096
10507,10507,4061666,83761
10508,10508,9212728,70985
10509,10509,4042212,26162
10510,10510,8069787,90551
10511,10511,6912129,27817
10512,10512,5809814,9824
10513,10513,4790699,94306
10514,10514,5157094,8922
10515,10515,4962271,86954
10516,10516,5985677,97646
10517,10517,5091962,84930
10518,10518,9190505,64784
10519,10519,7230858,46481
10520,10520,8978362,61538
10521,10521,1356448,68663
10522,10522,2983547,3076
10523,10523,9581983,17240
10524,10524,8091730,26554
10525,10525,2685844,78899
10526,10526,8234692,93244
10527,10527,3912853,28138
10528,10528,2955748,46715
10529,10529,8886508,28408
10530,10530,6270856,28833
10531,10531,1268084,11553
10532,10532,9410723,26322
10533,10533,7492342,69979
10534,10534,7894987,85592
10535,10535,3751151,97675
10536,10536,4053768,10552
10537,10537,8951251,25107
10538,10538,791863,55542
10539,10539,4915089,90716
10540,10540,1688798,59138
10541,10541,7845076,23601
10542,10542,8486241,25090
10543,10543,3372343,67695
10544,10544,5591805,24322
10545,10545,9340029,84484
10546,10546,1033191,36475
10547,10547,6395453,39430
10548,10548,9083049,67542
10549,10549,895194,79318
10550,10550,6567641,97739
10551,10551,5188144,22728
10552,10552,1056914,76234
10553,10553,8748788,52885
10554,10554,8079174,83711
10555,10555,580493,33101
10556,10556,9058182,52375
10557,10557,8769353,91859
10558,10558,7782167,26326
10559,10559,8720086,93938
10560,10560,5254299,58577
10561,10561,8147700,99589
10562,10562,8732826,66891
10563,10563,8127640,55578
10564,10564,8967759,782
10565,10565,2149732,14598
10566,10566,3698029,34525
10567,10567,5056327,40921
10568,10568,8323056,36781
10569,10569,881702,26640
10570,10570,9870513,85509
10571,10571,5804323,36331
10572,10572,9711119,40754
10573,10573,1837664,69170
10574,10574,3254584,9488
10575,10575,8971254,58701
10576,10576,5705063,24298
10577,10577,8956002,98927
10578,10578,9329796,83293
10579,10579,2033667,75273
10580,10580,6117568,51759
10581,10581,4048966,2038
10582,10582,7729407,25806
10583,10583,5191098,60065
10584,10584,1324420,14528
10585,10585,7642331,87900
10586,10586,8046112,60854
10587,10587,8531940,55824
10588,10588,6951116,18446
10589,10589,4696280,68319
10590,10590,4594441,4869
10591,10591,9252743,63470
10592,10592,3468918,69966
10593,10593,5845779,90847
10594,10594,8200796,41648
10595,10595,9821028,81439
10596,10596,4062442,52865
10597,10597,6161916,97571
10598,10598,4701787,27088
10599,10599,4227150,43907
10600,10600,5260373,18890
10601,10601,8697204,49680
10602,10602,2427450,7852
10603,10603,4507771,24216
10604,10604,4600921,6250
10605,10605,8813628,34429
10606,10606,4986437,6931
10607,10607,7271424,84119
10608,10608,9397084,34766
10609,10609,5414136,47982
10610,10610,9486330,52458
10611,10611,9241605,15390
10612,10612,9258949,40478
10613,10613,8789151,66349
10614,10614,1906884,29511
10615,10615,2688988,53874
10616,10616,7255494,47315
10617,10617,5891294,70238
10618,10618,2687974,98141
10619,10619,7411577,54513
10620,10620,5947402,9695
10621,10621,9853703,78557
10622,10622,2981828,66560
10623,10623,2146736,89487
10624,10624,1189710,84518
10625,10625,8870789,90050
10626,10626,3872240,46422
10627,10627,488858,50198
10628,10628,8704916,16647
10629,10629,1848426,93517
10630,10630,6227603,26475
10631,10631,5869577,6962
10632,10632,1116690,29468
10633,10633,5460123,49173
10634,10634,6950474,64194
10635,10635,396100,50345
10636,10636,2287321,77305
10637,10637,1245558,41325
10638,10638,5986638,43227
10639,10639,596548,31646
10640,10640,7234199,21592
10641,10641,4699153,21427
10642,10642,9874427,96981
10643,10643,4984699,3152
10644,10644,4876481,18039
10645,10645,9547664,96706
10646,10646,2052670,43059
10647,10647,5519847,6172
10648,10648,8592379,94736
10649,10649,7187864,10965
10650,10650,5967681,10136
10651,10651,5724094,88785
10652,10652,4634500,20936
10653,10653,5101988,51622
10654,10654,4214358,8641
10655,10655,7936247,70867
10656,10656,3081953,9456
10657,10657,7919859,38410
10658,10658,6758184,28297
10659,10659,7004188,65779
10660,10660,3931691,97915
10661,10661,4551534,72269
10662,10662,3778574,34988
10663,10663,1348205,4419
10664,10664,3902216,26564
10665,10665,6415849,24887
10666,10666,7980040,80688
10667,10667,4272590,38167
10668,10668,8349998,99711
10669,10669,9435773,46403
10670,10670,513036,34322
10671,10671,3058318,64620
10672,10672,8326733,82350
10673,10673,8020628,33293
10674,10674,4237288,27294
10675,10675,3325088,39514
10676,10676,7615053,57653
10677,10677,1364203,37836
10678,10678,1624896,72970
10679,10679,9434951,32390
10680,10680,5060139,28355
10681,10681,5973369,92066
10682,10682,5451886,19305
10683,10683,9766449,39200
10684,10684,8094823,37219
10685,10685,8909604,14129
10686,10686,9817255,1331
10687,10687,72791,84473
10688,10688,5709377,99536
10689,10689,6102260,79002
10690,10690,860116,61478
10691,10691,2805582,62517
10692,10692,8681048,67484
10693,10693,4241736,74764
10694,10694,1681328,71241
10695,10695,7600906,37576
10696,10696,8540431,83542
10697,10697,6979160,23937
10698,10698,7959985,10233
10699,10699,478309,91134
10700,10700,1271709,61818
10701,10701,5842600,49357
10702,10702,8888674,46398
10703,10703,7755218,70919
10704,10704,6889874,56311
10705,10705,1741016,59337
10706,10706,4654110,65496
10707,10707,9858679,81876
10708,10708,5558931,58859
10709,10709,4473669,55851
10710,10710,1930713,99894
10711,10711,5839968,67921
10712,10712,8440875,39397
10713,10713,1546461,41097
10714,10714,8395588,45704
10715,10715,7378538,67611
10716,10716,6683690,80923
10717,10717,8287369,68687
10718,10718,1932453,93755
10719,10719,5563402,78360
10720,10720,3738394,7749
10721,10721,9080733,85305
10722,10722,5271106,14194
10723,10723,7971538,61046
10724,10724,2989984,82114
10725,10725,1661445,20461
10726,10726,1575633,69710
10727,10727,2908208,94142
10728,10728,4825263,48074
10729,10729,7935801,31362
10730,10730,4805129,8237
10731,10731,3065037,38385
10732,10732,7891229,36925
10733,10733,4831337,7461
10734,10734,5282199,52100
10735,10735,8028389,6990
10736,10736,6999263,99500
10737,10737,3458267,11061
10738,10738,9304088,83722
10739,10739,9988292,59931
10740,10740,3095983,23999
10741,10741,2528107,74050
10742,10742,9805402,77974
10743,10743,9541928,96026
10744,10744,7735961,69798
10745,10745,6615988,50673
10746,10746,5713237,36043
10747,10747,8315997,82298
10748,10748,9007234,46604
10749,10749,2071288,6841
10750,10750,6248662,86743
10751,10751,6092686,14757
10752,10752,3907879,27689
10753,10753,3696711,10905
10754,10754,4023232,45122
10755,10755,7528631,91559
10756,10756,2695773,58390
10757,10757,9999487,38494
10758,10758,2599272,16457
10759,10759,984862,30035
10760,10760,6460799,1175
10761,10761,1493060,99285
10762,10762,2163975,82857
10763,10763,5553230,71383
10764,10764,3732487,67131
10765,10765,3181491,92835
10766,10766,7537659,8388
10767,10767,4307307,42695
10768,10768,6082163,4833
10769,10769,1919632,55097
10770,10770,1168933,36120
10771,10771,3762277,36793
10772,10772,9094821,56585
10773,10773,4777591,22272
10774,10774,6701477,12202
10775,10775,8136388,95779
10776,10776,9614873,78076
10777,10777,1215965,93677
10778,10778,9453351,17308
10779,10779,5524895,4641
10780,10780,783141,67975
10781,10781,3305692,61902
10782,10782,7830585,26680
10783,10783,2501378,1988
10784,10784,4295714,55842
10785,10785,2920826,73669
10786,10786,9258586,53910
10787,10787,250033,67671
10788,10788,7529436,45471
10789,10789,9499864,33123
10790,10790,6632993,33681
10791,10791,1118296,97781
10792,10792,6058087,13386
10793,10793,9676407,6593
10794,10794,8604924,76757
10795,10795,9950480,82326
10796,10796,9042798,3296
10797,10797,9280270,55412
10798,10798,4329993,19438
10799,10799,3750870,73687
10800,10800,8348377,24003
10801,10801,7754816,93250
10802,10802,4753928,97893
10803,10803,1669032,89681
10804,10804,6324580,8472
10805,10805,2701166,96424
10806,10806,2396584,90198
10807,10807,9211513,22300
10808,10808,378549,88933
10809,10809,1429701,92538
10810,10810,8095696,46203
10811,10811,3858400,36538
10812,10812,8408014,55612
10813,10813,4277451,55511
10814,10814,5736251,66671
10815,10815,9410773,43663
10816,10816,2946649,85421
10817,10817,3109803,77915
10818,10818,2436039,46078
10819,10819,9862783,80475
10820,10820,4297778,71210
10821,10821,4383656,71691
10822,10822,7991143,39949
10823,10823,6713606,97864
10824,10824,7083578,4807
10825,10825,1035122,33620
10826,10826,1166612,35377
10827,10827,9642688,40406
10828,10828,2486075,37114
10829,10829,3533232,9613
10830,10830,6858872,91885
10831,10831,657490,23076
10832,10832,2117660,52823
10833,10833,6514344,3599
10834,10834,698593,14714
10835,10835,8509166,13785
10836,10836,4442479,75990
10837,10837,2733718,58511
10838,10838,6782136,59521
10839,10839,8984360,75348
10840,10840,2600193,48668
10841,10841,3462540,28372
10842,10842,6015181,72934
10843,10843,1319913,67770
10844,10844,2856440,31391
10845,10845,4508690,17295
10846,10846,7797258,42691
10847,10847,535128,43702
10848,10848,7996798,63028
10849,10849,5476725,36359
10850,10850,5231335,80652
10851,10851,7177232,68715
10852,10852,1229121,29520
10853,10853,8821352,2061
10854,10854,3783440,55273
10855,10855,7649619,25597
10856,10856,7877906,35164
10857,10857,8097691,68763
10858,10858,9582851,71258
10859,10859,4542250,32213
10860,10860,576182,2486
10861,10861,9422315,24198
10862,10862,7481424,2094
10863,10863,1451141,50265
10864,10864,6987690,94615
10865,10865,5931365,49068
10866,10866,8942846,4220
10867,10867,4453987,79799
10868,10868,7809096,77476
10869,10869,9862278,86606
10870,10870,8822657,15641
10871,10871,9439620,67580
10872,10872,5196107,15659
10873,10873,1802871,26513
10874,10874,2411446,97929
10875,10875,1863583,27166
10876,10876,5041851,76928
10877,10877,7102626,86400
10878,10878,7260088,82225
10879,10879,3210557,65697
10880,10880,2635332,31872
10881,10881,9606467,60261
10882,10882,7102136,46194
10883,10883,9430452,55303
10884,10884,9277741,22691
10885,10885,6600826,41551
10886,10886,3268355,27991
10887,10887,9671621,97131
10888,10888,2895693,1422
10889,10889,2051927,8428
10890,10890,7814275,2352
10891,10891,8187545,87244
10892,10892,1496926,70864
10893,10893,6319273,66930
10894,10894,7976008,70435
10895,10895,9927889,85839
10896,10896,4328074,9909
10897,10897,4599437,95963
10898,10898,5951343,23037
10899,10899,2989367,65581
10900,10900,8744077,94965
10901,10901,9759441,61100
10902,10902,5432462,36475
10903,10903,5236924,90231
10904,10904,6156704,94545
10905,10905,2278492,13652
10906,10906,8543152,81688
10907,10907,517144,12854
10908,10908,4388086,80663
10909,10909,1781912,91676
10910,10910,7910561,35490
10911,10911,2414550,80524
10912,10912,5786315,33850
10913,10913,483341,98677
10914,10914,9920435,65892
10915,10915,7679414,84146
10916,10916,4258582,51112
10917,10917,5634005,51985
10918,10918,9162371,37053
10919,10919,1145271,85939
10920,10920,3838287,32960
10921,10921,650106,24786
10922,10922,249013,26379
10923,10923,5521144,85842
10924,10924,3502445,11257
10925,10925,5361206,8799
10926,10926,8484642,62807
10927,10927,7335712,84141
10928,10928,8454690,98722
10929,10929,4191866,72108
10930,10930,8256365,20420
10931,10931,6806179,42279
10932,10932,9354857,1590
10933,10933,701853,3764
10934,10934,774794,20324
10935,10935,3545023,96758
10936,10936,3032452,35277
10937,10937,9411023,58033
10938,10938,3944831,84784
10939,10939,9818192,49414
10940,10940,946936,46817
10941,10941,2878868,82489
10942,10942,7602224,2319
10943,10943,6210369,27108
10944,10944,5196840,53622
10945,10945,1568033,12589
10946,10946,2696462,48210
10947,10947,7798501,71770
10948,10948,9353531,39026
10949,10949,2455386,57456
10950,10950,6135813,85998
10951,10951,7589992,85278
10952,10952,9165712,82609
10953,10953,6117235,21504
10954,10954,1339568,98127
10955,10955,8122061,12235
10956,10956,4575439,27425
10957,10957,7721688,33234
10958,10958,1876291,19158
10959,10959,2397870,37129
10960,10960,848640,6323
10961,10961,7482739,92481
10962,10962,779042,83708
10963,10963,6427821,56218
10964,10964,5574227,6873
10965,10965,8189108,71729
10966,10966,365672,11928
10967,10967,3634339,16654
10968,10968,8992984,55684
10969,10969,4018335,62992
10970,10970,9044680,77068
10971,10971,7236335,53072
10972,10972,3446844,95386
10973,10973,4255081,22880
10974,10974,314475,53984
10975,10975,9153986,20947
10976,10976,1174919,51180
10977,10977,876209,92866
10978,10978,8225319,94771
10979,10979,4933556,1378
10980,10980,8919313,2857
10981,10981,8417791,95083
10982,10982,2920017,87701
10983,10983,9643304,27218
10984,10984,458591,39846
10985,10985,8228603,86420
10986,10986,4139114,7301
10987,10987,7562446,23683
10988,10988,3271788,96329
10989,10989,7805815,56921
10990,10990,8092363,88731
10991,10991,9263742,62636
10992,10992,9527778,6385
10993,10993,4910089,25907
10994,10994,877817,13782
10995,10995,5378309,54720
10996,10996,3211070,5012
10997,10997,5423247,54119
10998,10998,2234153,37938
10999,10999,8292157,41225
11000,11000,5737041,3005
11001,11001,166762,58941
11002,11002,9194051,81895
11003,11003,893356,16448
11004,11004,6237939,63388
11005,11005,2842481,52070
11006,11006,565869,13599
11007,11007,5625867,28678
11008,11008,5803264,27394
11009,11009,7039924,11862
11010,11010,1475804,83414
11011,11011,1065742,56989
11012,11012,4605729,69002
11013,11013,3086202,5619
11014,11014,3428309,26393
11015,11015,5845637,73506
11016,11016,2589297,37498
11017,11017,2410549,84938
11018,11018,5296446,12893
11019,11019,8641423,35677
11020,11020,6054109,83021
11021,11021,1684217,95795
11022,11022,5853111,53320
11023,11023,5092992,28260
11024,11024,4056066,37100
11025,11025,3981879,71411
11026,11026,1792512,89556
11027,11027,8065304,48020
11028,11028,8642024,42160
11029,11029,9368217,8910
11030,11030,2956694,24326
11031,11031,2063041,65769
11032,11032,7054751,9384
11033,11033,7175692,16014
11034,11034,975796,51660
11035,11035,8020648,29356
11036,11036,2667328,80703
11037,11037,6851291,97474
11038,11038,437800,55141
11039,11039,8736010,24752
11040,11040,1196527,58361
11041,11041,3554745,30515
11042,11042,6332413,69442
11043,11043,9037252,76182
11044,11044,5090984,19213
11045,11045,7794904,40643
11046,11046,3905080,66971
11047,11047,7190606,5452
11048,11048,2461550,86308
11049,11049,4393614,45508
11050,11050,7931614,62586
11051,11051,1446336,1480
11052,11052,4430952,421
11053,11053,8879408,41515
11054,11054,4125975,60355
11055,11055,9662351,57273
11056,11056,879547,71624
11057,11057,7301738,70694
11058,11058,7780771,18876
11059,11059,3932954,25477
11060,11060,2767136,68985
11061,11061,2540549,66063
11062,11062,6339824,11791
11063,11063,4904633,13765
11064,11064,8179199,60357
11065,11065,4481684,2857
11066,11066,8642396,23528
11067,11067,1125027,51500
11068,11068,9968319,57405
11069,11069,5159312,57027
11070,11070,8663394,64276
11071,11071,3254747,93009
11072,11072,4723185,65720
11073,11073,6377702,49245
11074,11074,4949660,24261
11075,11075,6640865,80596
11076,11076,4569559,79017
11077,11077,2841211,30508
11078,11078,7514812,18462
11079,11079,7656501,69262
11080,11080,437316,94858
11081,11081,7053997,47400
11082,11082,706023,10306
11083,11083,1397501,10013
11084,11084,4090407,72213
11085,11085,8712319,7140
11086,11086,6654588,43236
11087,11087,908919,69478
11088,11088,9493707,44090
11089,11089,9823807,60986
11090,11090,7515752,5823
11091,11091,9985432,32950
11092,11092,205355,5328
11093,11093,5745079,49449
11094,11094,6290330,82722
11095,11095,6743643,54664
11096,11096,2945377,48923
11097,11097,7578858,95824
11098,11098,8198384,52627
11099,11099,4521164,99894
11100,11100,5473093,37898
11101,11101,2831972,57160
11102,11102,969657,84331
11103,11103,4868798,30246
11104,11104,8608047,32100
11105,11105,9394982,90969
11106,11106,3948642,89908
11107,11107,2440367,88797
11108,11108,2252682,2830
11109,11109,2408651,89437
11110,11110,2426341,36973
11111,11111,8081530,89468
11112,11112,818967,34009
11113,11113,9920951,88769
11114,11114,6425091,38867
11115,11115,8116447,92863
11116,11116,458031,83819
11117,11117,149429,16639
11118,11118,1750156,59752
11119,11119,2861755,51237
11120,11120,6084263,19631
11121,11121,5251685,49368
11122,11122,3923679,36622
11123,11123,4872276,13520
11124,11124,4416880,5180
11125,11125,3481673,90450
11126,11126,2474482,19080
11127,11127,2937366,48484
11128,11128,5466886,32898
11129,11129,1267362,86002
11130,11130,5009251,10067
11131,11131,2579568,26397
11132,11132,5718167,64152
11133,11133,4834824,55889
11134,11134,5246307,54859
11135,11135,8751624,44149
11136,11136,6114981,74074
11137,11137,422834,9964
11138,11138,1616501,20572
11139,11139,2506907,48059
11140,11140,8121198,59758
11141,11141,468056,97378
11142,11142,3122529,35347
11143,11143,6126437,15974
11144,11144,6645962,43437
11145,11145,5873467,20976
11146,11146,5499057,85380
11147,11147,6256435,82518
11148,11148,3850520,42972
11149,11149,3925148,39581
11150,11150,7036197,85314
11151,11151,3595323,65445
11152,11152,9251990,48970
11153,11153,9116086,10875
11154,11154,8862395,71135
11155,11155,2079166,69478
11156,11156,5682419,77405
11157,11157,6430617,64951
11158,11158,1692050,66744
11159,11159,8529497,36482
11160,11160,4177705,87155
11161,11161,2746954,4208
11162,11162,8755014,97766
11163,11163,8777874,52514
11164,11164,6021800,82141
11165,11165,9987224,54182
11166,11166,5989999,12142
11167,11167,8880193,31354
11168,11168,6127672,88261
11169,11169,8321218,32539
11170,11170,8721538,79089
11171,11171,9993572,49814
11172,11172,8277775,98858
11173,11173,7462081,18247
11174,11174,301082,37875
11175,11175,6019222,61499
11176,11176,2504516,87174
11177,11177,4042714,27023
11178,11178,4661529,23330
11179,11179,7657639,41119
11180,11180,424771,27073
11181,11181,1265829,84033
11182,11182,3978888,11201
11183,11183,2260820,74894
11184,11184,3415196,42797
11185,11185,9292899,31282
11186,11186,6561419,85328
11187,11187,3393966,65859
11188,11188,281306,28941
11189,11189,2974060,74088
11190,11190,7455307,35953
11191,11191,8698248,10160
11192,11192,8228653,13032
11193,11193,5376699,79483
11194,11194,3149005,35742
11195,11195,5025001,37753
11196,11196,9812601,67115
11197,11197,9193391,40872
11198,11198,8165872,76093
11199,11199,9684995,56771
11200,11200,6464234,67498
11201,11201,1280285,25338
11202,11202,5237266,13936
11203,11203,6800784,77835
11204,11204,380828,63192
11205,11205,4558560,64495
11206,11206,4853352,93507
11207,11207,9320014,33842
11208,11208,7004754,74309
11209,11209,5025495,47314
11210,11210,5530353,48599
11211,11211,5145490,99303
11212,11212,8556204,44391
11213,11213,6247191,65269
11214,11214,5215814,40372
11215,11215,1839072,74141
11216,11216,5502580,52968
11217,11217,792693,33026
11218,11218,3801743,53017
11219,11219,3967212,16119
11220,11220,8336194,45131
11221,11221,4132669,96918
11222,11222,6991950,72615
11223,11223,253997,5481
11224,11224,9461509,37559
11225,11225,3078082,94487
11226,11226,2464711,38024
11227,11227,3299248,41352
11228,11228,8592633,77298
11229,11229,9118483,13915
11230,11230,2953112,15589
11231,11231,4769502,75361
11232,11232,7410331,32291
11233,11233,6301855,93881
11234,11234,3888521,27907
11235,11235,244822,3097
11236,11236,9151733,89661
11237,11237,5377947,50607
11238,11238,3683834,39934
11239,11239,8549261,888
11240,11240,9119951,87464
11241,11241,6319790,4817
11242,11242,3689211,26854
11243,11243,5485644,41054
11244,11244,9998819,53984
11245,11245,9282443,36087
11246,11246,1195396,36300
11247,11247,4403791,59348
11248,11248,7197875,637
11249,11249,5778058,3713
11250,11250,1669463,87691
11251,11251,1732757,2233
11252,11252,7222249,45761
11253,11253,5256209,39872
11254,11254,8185478,32912
11255,11255,4003807,48214
11256,11256,2112201,60774
11257,11257,9848304,40415
11258,11258,2950807,59835
11259,11259,3038507,47944
11260,11260,6405610,82144
11261,11261,60898,79141
11262,11262,163007,83442
11263,11263,3913486,66294
11264,11264,4646216,15460
11265,11265,2651707,94881
11266,11266,5864979,48628
11267,11267,7151904,83588
11268,11268,8275707,57620
11269,11269,270760,4068
11270,11270,8944525,58761
11271,11271,6689906,52905
11272,11272,116394,83396
11273,11273,6865884,66202
11274,11274,8407440,6594
11275,11275,5860544,93496
11276,11276,7798970,25916
11277,11277,9773440,64040
11278,11278,5009035,78238
11279,11279,4429766,68568
11280,11280,2559886,97218
11281,11281,8020349,62013
11282,11282,838513,53110
11283,11283,6785003,59729
11284,11284,6438002,38166
11285,11285,9289831,76209
11286,11286,2201154,89063
11287,11287,6137863,98800
11288,11288,834932,60121
11289,11289,9506269,42454
11290,11290,4752171,90082
11291,11291,4184896,59263
11292,11292,5101124,89081
11293,11293,58406,74477
11294,11294,3677523,80310
11295,11295,1520316,83978
11296,11296,8436401,35796
11297,11297,2988955,47926
11298,11298,7227253,59761
11299,11299,3447271,27805
11300,11300,861905,48286
11301,11301,419694,77750
11302,11302,6730552,94759
11303,11303,6005276,10848
11304,11304,4691162,85343
11305,11305,5316806,1218
11306,11306,642338,9172
11307,11307,5991994,39959
11308,11308,1793497,70939
11309,11309,1846097,2027
11310,11310,5778458,78666
11311,11311,2261685,48987
11312,11312,8765647,75855
11313,11313,4506533,72493
11314,11314,1872852,13399
11315,11315,5265902,54885
11316,11316,5634988,79152
